Day	Environment	Os	Campaign ID	Campaign Optimization	Campaign Type	Context IDs Eligible	Number of displays	Number of clicks	Criteo Revenue	Criteo Cost
2020-01-14	web	iOS	203945	Conversion Optimization	LOWER FUNNEL CUSTOM	0-10	177	0	0.0	0.06407736720742163
2020-01-02	web	Other	203945	Conversion Optimization	LOWER FUNNEL CUSTOM	0-10	65	1	0.11999999731779099	0.07251487999116248
2020-01-27	app	iOS	203945	Conversion Optimization	LOWER FUNNEL CUSTOM	0-10	703	2	0.30000001192092896	0.3609182041892228
2020-01-27	web	Other	203945	Conversion Optimization	LOWER FUNNEL CUSTOM	0-10	416	0	0.0	0.5292040985507275
2020-01-13	app	iOS	203945	Conversion Optimization	LOWER FUNNEL CUSTOM	0-10	146	0	0.00013076600432395934	0.060496801162098456
2020-01-12	web	Windows	203945	Conversion Optimization	LOWER FUNNEL CUSTOM	0-10	19	0	0.002802825964987278	0.0017218075617808247
2020-01-24	web	Android	203945	Conversion Optimization	LOWER FUNNEL CUSTOM	0-10	2411	16	2.4000000953674316	1.0487624024192623
2020-01-20	web	Windows	203945	Conversion Optimization	LOWER FUNNEL CUSTOM	0-10	10558	58	13.919999688863754	6.634212300577419
2020-01-23	web	Other	203945	Conversion Optimization	LOWER FUNNEL CUSTOM	0-10	497	0	0.0	0.5020227742493548
2020-01-23	web	Mac OS	203945	Conversion Optimization	LOWER FUNNEL CUSTOM	0-10	774	2	0.30000001192092896	0.5060530146057169
2020-01-29	web	Windows	203945	Conversion Optimization	LOWER FUNNEL CUSTOM	0-10	6652	38	5.70000022649765	3.4314771506070243
2020-01-27	web	Mac OS	203945	Conversion Optimization	LOWER FUNNEL CUSTOM	0-10	1037	1	0.15000000596046448	0.3690774951866933
2020-01-28	app	iOS	203945	Conversion Optimization	LOWER FUNNEL CUSTOM	0-10	739	8	1.2000000476837158	0.31909736868680727
2020-01-17	web	iOS	203945	Conversion Optimization	LOWER FUNNEL CUSTOM	0-10	370	7	1.5999999791383743	0.15080746762931058
2020-01-21	app	iOS	203945	Conversion Optimization	LOWER FUNNEL CUSTOM	0-10	1630	25	4.560000047087669	0.9522322252053782
2019-12-28	web	Mac OS	203945	Conversion Optimization	LOWER FUNNEL CUSTOM	0-10	26	0	0.0	0.02064595346320356
2020-01-30	web	Mac OS	203945	Conversion Optimization	LOWER FUNNEL CUSTOM	0-10	602	5	0.7500000298023224	0.33555098297845765
2020-01-30	web	Windows	203945	Conversion Optimization	LOWER FUNNEL CUSTOM	0-10	5429	42	6.300000250339508	2.655376593996523
2019-12-31	web	Windows	203945	Conversion Optimization	LOWER FUNNEL CUSTOM	0-10	709	3	0.30000000447034836	0.3395049697323187
2020-01-22	web	Other	203945	Conversion Optimization	LOWER FUNNEL CUSTOM	0-10	389	1	0.15000000596046448	0.5262037823002877
2020-01-20	web	Mac OS	203945	Conversion Optimization	LOWER FUNNEL CUSTOM	0-10	1239	3	0.7199999839067459	0.9503775386703118
2020-01-14	web	Android	203945	Conversion Optimization	LOWER FUNNEL CUSTOM	0-10	618	3	0.5300000160932541	0.27099816491774065
2020-01-14	web	Other	203945	Conversion Optimization	LOWER FUNNEL CUSTOM	0-10	114	0	0.0	0.12616158023022198
2020-01-02	web	Mac OS	203945	Conversion Optimization	LOWER FUNNEL CUSTOM	0-10	166	1	0.11999999731779099	0.08479783374020697
2020-01-25	web	Other	203945	Conversion Optimization	LOWER FUNNEL CUSTOM	0-10	338	0	0.0	0.3524971303205707
2020-01-22	web	iOS	203945	Conversion Optimization	LOWER FUNNEL CUSTOM	0-10	887	7	1.0500000417232513	0.48831651084895
2020-01-13	app	Android	203945	Conversion Optimization	LOWER FUNNEL CUSTOM	0-10	131	9	1.3500000536441803	0.08057020550604721
2019-12-27	web	Other	203945	Conversion Optimization	LOWER FUNNEL CUSTOM	0-10	14	0	0.0	0.006674558353041978
2020-01-03	web	iOS	203945	Conversion Optimization	LOWER FUNNEL CUSTOM	0-10	24	1	0.11999999731779099	0.007211210044528213
2019-12-28	web	iOS	203945	Conversion Optimization	LOWER FUNNEL CUSTOM	0-10	55	2	0.11999999731779099	0.021676131077943205
2019-11-14	app	iOS	196140	Visit Optimization	INAPP	2-10	212112	836	136.99319650038515	83.90805194295105
2019-12-23	app	iOS	196140	Visit Optimization	INAPP	2-10	63665	306	20.97267272409238	12.880377042599697
2019-12-10	app	iOS	196140	Visit Optimization	INAPP	2-10	112065	537	52.636465053897815	32.34718231959348
2019-11-19	web	iOS	196140	Visit Optimization	INAPP	2-10	0	2	0.6200000047683716	0.0
2019-11-18	app	iOS	196140	Visit Optimization	INAPP	2-10	257587	1148	228.0402652497683	127.41344779661473
2019-12-26	app	iOS	196140	Visit Optimization	INAPP	2-10	101098	548	39.74184493379388	24.536419571039758
2019-12-30	app	iOS	196140	Visit Optimization	INAPP	2-10	113134	580	53.62789051819127	32.68121441889989
2020-01-23	web	iOS	203945	Conversion Optimization	LOWER FUNNEL CUSTOM	0-10	863	4	0.6000000238418579	0.5793016686299488
2020-01-23	web	Unknown	203945	Conversion Optimization	LOWER FUNNEL CUSTOM	0-10	111	0	0.0	0.04701276043618515
2020-01-02	app	iOS	203945	Conversion Optimization	LOWER FUNNEL CUSTOM	0-10	293	2	0.23999999463558197	0.07627643644020683
2020-01-28	web	Other	203945	Conversion Optimization	LOWER FUNNEL CUSTOM	0-10	406	2	0.30000001192092896	0.43875683840892166
2020-01-15	web	Android	203945	Conversion Optimization	LOWER FUNNEL CUSTOM	0-10	555	2	0.4000000059604645	0.21792924800002805
2020-01-16	web	Windows	203945	Conversion Optimization	LOWER FUNNEL CUSTOM	0-10	2617	9	1.8000000268220901	1.2126392112203734
2020-01-01	app	iOS	203945	Conversion Optimization	LOWER FUNNEL CUSTOM	0-10	144	1	0.11999999731779099	0.037986040454174745
2019-12-30	app	Android	203945	Conversion Optimization	LOWER FUNNEL CUSTOM	0-10	89	1	0.10000000149011612	0.04337917047862505
2020-01-25	app	Android	203945	Conversion Optimization	LOWER FUNNEL CUSTOM	0-10	468	3	0.45000001788139343	0.3003418204948175
2019-12-30	web	Unknown	203945	Conversion Optimization	LOWER FUNNEL CUSTOM	0-10	15	1	0.10000000149011612	0.004026732105683746
2020-01-03	app	iOS	203945	Conversion Optimization	LOWER FUNNEL CUSTOM	0-10	6	0	0.00010909099876880646	0.0014670000039041042
2019-12-27	web	iOS	203945	Conversion Optimization	LOWER FUNNEL CUSTOM	0-10	13	0	0.0	0.0035058173757562747
2019-12-28	app	iOS	203945	Conversion Optimization	LOWER FUNNEL CUSTOM	0-10	26	0	0.0	0.0028507932801565563
2020-01-18	web	Android	203945	Conversion Optimization	LOWER FUNNEL CUSTOM	0-10	1800	11	2.6399999409914017	0.8815232643745474
2020-01-28	web	Unknown	203945	Conversion Optimization	LOWER FUNNEL CUSTOM	0-10	67	0	0.0	0.023005241561295818
2020-01-24	web	Windows	203945	Conversion Optimization	LOWER FUNNEL CUSTOM	0-10	9297	29	4.35000017285347	5.295864700058752
2019-12-27	web	Windows	203945	Conversion Optimization	LOWER FUNNEL CUSTOM	0-10	160	0	0.0	0.06558496347780199
2020-01-06	web	Android	203945	Conversion Optimization	LOWER FUNNEL CUSTOM	0-10	0	0	0.0	0.0
2019-12-12	app	iOS	196140	Visit Optimization	INAPP	2-10	125807	596	88.42771659364179	51.050154609343465
2019-12-14	app	iOS	196140	Visit Optimization	INAPP	2-10	96698	428	42.69130541537143	26.164179419990163
2020-01-13	app	iOS	196140	Visit Optimization	INAPP	2-10	59699	326	16.498717720712538	10.151009560988767
2019-12-13	app	iOS	196140	Visit Optimization	INAPP	2-10	60053	257	34.49851008963119	20.77881312981503
2019-11-03	web	iOS	196140	Visit Optimization	INAPP	2-10	0	1	0.3100000023841858	0.0
2020-01-12	app	iOS	196140	Visit Optimization	INAPP	2-10	54945	326	16.276530112938957	10.075304919564829
2020-01-30	other	iOS	196140	Visit Optimization	INAPP	2-10	5	0	0.0008249860256910324	0.0007239252858916666
2020-01-21	app	iOS	196140	Visit Optimization	INAPP	2-10	52023	236	14.080260620897636	8.91574549504589
2020-01-21	web	iOS	196140	Visit Optimization	INAPP	2-10	0	1	0.30000001192092896	0.0
2019-11-17	app	iOS	196140	Visit Optimization	INAPP	2-10	226037	857	147.9211099034939	90.5776387226164
2019-11-10	app	iOS	196140	Visit Optimization	INAPP	2-10	171549	689	81.63937303867938	50.09839179449469
2019-10-28	app	iOS	196140	Visit Optimization	INAPP	2-10	169856	639	64.84058610875718	38.73198082595889
2019-12-20	app	iOS	196140	Visit Optimization	INAPP	2-10	67785	353	27.483571060322227	17.015614738339757
2020-01-11	app	iOS	196140	Visit Optimization	INAPP	2-10	60575	349	19.34160514933057	12.00688985035727
2019-11-19	app	iOS	196140	Visit Optimization	INAPP	2-10	225092	1091	188.97553634595587	113.05801117778014
2019-12-29	app	iOS	196140	Visit Optimization	INAPP	2-10	86459	458	34.08940768900886	21.035855366683183
2020-01-02	app	iOS	196140	Visit Optimization	INAPP	2-10	70896	428	23.62431903224159	14.640304396279808
2019-11-04	app	iOS	196140	Visit Optimization	INAPP	2-10	113881	397	35.915598543942906	20.82089092824124
2020-01-24	app	iOS	196140	Visit Optimization	INAPP	2-10	52352	264	13.864541380453854	8.784431423539298
2019-12-18	app	iOS	196140	Visit Optimization	INAPP	2-10	83396	448	35.288657732972865	21.875906644950017
2019-11-24	app	iOS	196140	Visit Optimization	INAPP	2-10	194772	949	137.45669896942007	84.33526629475888
2019-10-22	app	iOS	196140	Visit Optimization	INAPP	2-10	75648	323	19.635488948225046	12.424958181105335
2019-10-27	app	iOS	196140	Visit Optimization	INAPP	2-10	45843	234	17.420600375697948	10.79650997235266
2020-01-16	app	iOS	196140	Visit Optimization	INAPP	2-10	46334	244	12.433919527769088	7.868917292166063
2019-12-19	app	iOS	196140	Visit Optimization	INAPP	2-10	72080	361	30.31848712252266	18.61087483927133
2020-01-28	other	iOS	196140	Visit Optimization	INAPP	2-10	5	0	0.001739920973777771	0.0009062471924821945
2019-12-13	web	Android	113450	Conversion Optimization	LOWER FUNNEL CUSTOM	2-6,10	364710	3504	378.41517997271563	206.12677479442723
2019-11-17	web	Android	113450	Conversion Optimization	LOWER FUNNEL CUSTOM	2-6,10	1190488	10505	1168.0161527698708	616.6479536367291
2019-11-17	web	Windows	113450	Conversion Optimization	LOWER FUNNEL CUSTOM	2-6,10	1606181	8793	2293.247235904163	1320.8730096108077
2019-12-14	web	Other	113450	Conversion Optimization	LOWER FUNNEL CUSTOM	2-6,10	56313	60	141.64360468434916	79.57175684392475
2020-01-23	web	Windows	113450	Conversion Optimization	LOWER FUNNEL CUSTOM	2-6,10	1329158	3979	1441.7752425550875	812.0698997054956
2019-12-30	web	iOS	113450	Conversion Optimization	LOWER FUNNEL CUSTOM	2-6,10	17573	122	13.265110438670966	7.238246169198601
2019-11-22	web	Unknown	113450	Conversion Optimization	LOWER FUNNEL CUSTOM	2-6,10	85439	648	90.2336445065178	47.729389331778634
2019-11-14	app	Android	113450	Conversion Optimization	LOWER FUNNEL CUSTOM	2-6,10	282155	4712	234.52655109081982	127.76319896424224
2019-11-08	web	Mac OS	113450	Conversion Optimization	LOWER FUNNEL CUSTOM	2-6,10	117881	349	138.4230839336943	79.35663654084391
2019-12-15	web	Other	113450	Conversion Optimization	LOWER FUNNEL CUSTOM	2-6,10	58433	46	147.21216354971563	82.68188387315917
2019-12-22	web	Windows	113450	Conversion Optimization	LOWER FUNNEL CUSTOM	2-6,10	327223	2078	325.4874545331159	188.98156244112798
2020-01-09	web	iOS	113450	Conversion Optimization	LOWER FUNNEL CUSTOM	2-6,10	138776	764	147.8724039428867	81.85177921394133
2019-12-21	web	Mac OS	113450	Conversion Optimization	LOWER FUNNEL CUSTOM	2-6,10	47383	161	46.44419051499165	26.835898877856124
2019-10-28	app	iOS	113450	Conversion Optimization	LOWER FUNNEL CUSTOM	2-6,10	137482	1187	100.45385170820076	55.91427201564487
2019-11-28	other	iOS	113450	Conversion Optimization	LOWER FUNNEL CUSTOM	2-6,10	5	0	0.018137910068035123	0.009895551868565293
2020-01-30	web	Mac OS	113450	Conversion Optimization	LOWER FUNNEL CUSTOM	2-6,10	144976	352	130.9057798184799	72.55519662130133
2019-10-18	app	Android	113450	Conversion Optimization	LOWER FUNNEL CUSTOM	2-6,10	244337	2149	112.46219129580258	61.740925361481224
2019-11-19	app	iOS	113450	Conversion Optimization	LOWER FUNNEL CUSTOM	2-6,10	143159	1053	106.14917105261797	58.562060550601245
2019-11-19	app	Android	113450	Conversion Optimization	LOWER FUNNEL CUSTOM	2-6,10	321931	4768	255.27924722489155	139.634418665177
2020-01-04	web	Unknown	113450	Conversion Optimization	LOWER FUNNEL CUSTOM	2-6,10	21293	170	15.447317733425646	7.912491752207655
2019-10-12	app	Android	113450	Conversion Optimization	LOWER FUNNEL CUSTOM	2-6,10	360666	2720	158.22076725325172	86.46551764626538
2019-12-16	web	Android	113450	Conversion Optimization	LOWER FUNNEL CUSTOM	2-6,10	343007	3221	340.7454650368653	184.52217668264836
2019-12-09	web	Android	113450	Conversion Optimization	LOWER FUNNEL CUSTOM	2-6,10	492176	4545	535.9258041560128	292.9143381383266
2019-12-09	app	iOS	113450	Conversion Optimization	LOWER FUNNEL CUSTOM	2-6,10	73355	522	58.63754809741583	32.46134194736049
2019-12-09	other	Windows	113450	Conversion Optimization	LOWER FUNNEL CUSTOM	2-6,10	51	0	0.12830553442239762	0.0713440173149022
2019-11-04	other	Other	113450	Conversion Optimization	LOWER FUNNEL CUSTOM	2-6,10	7	0	0.0036710639595985417	0.0020349360888398875
2019-11-03	app	Android	113450	Conversion Optimization	LOWER FUNNEL CUSTOM	2-6,10	485661	6402	316.42318110372867	172.61531698936173
2020-01-25	other	iOS	113450	Conversion Optimization	LOWER FUNNEL CUSTOM	2-6,10	4	0	0.002193276956677437	0.0011976047736388747
2019-12-04	web	Unknown	113450	Conversion Optimization	LOWER FUNNEL CUSTOM	2-6,10	20720	178	15.949280750041826	8.361170674470914
2020-01-22	web	Unknown	113450	Conversion Optimization	LOWER FUNNEL CUSTOM	2-6,10	40979	286	33.5650714126844	17.080866993270103
2019-12-26	web	Windows	113450	Conversion Optimization	LOWER FUNNEL CUSTOM	2-6,10	461660	2766	485.8025405367268	285.08589370723314
2019-11-30	web	Unknown	113450	Conversion Optimization	LOWER FUNNEL CUSTOM	2-6,10	47835	480	66.15782798761315	35.336370843769586
2020-01-28	web	Windows	113450	Conversion Optimization	LOWER FUNNEL CUSTOM	2-6,10	1437866	4562	1404.454605807423	784.9380122127027
2019-10-29	web	Windows	113450	Conversion Optimization	LOWER FUNNEL CUSTOM	2-6,10	1293696	6555	1458.1517202420137	858.7494553908876
2019-11-15	app	iOS	113450	Conversion Optimization	LOWER FUNNEL CUSTOM	2-6,10	90904	916	76.93914759147634	42.27617590001789
2020-01-11	other	Mac OS	113450	Conversion Optimization	LOWER FUNNEL CUSTOM	2-6,10	15	0	0.056823229737579826	0.030994727403199834
2019-10-24	web	Windows	113450	Conversion Optimization	LOWER FUNNEL CUSTOM	2-6,10	1122137	5125	1250.8675361634455	735.180638012599
2019-11-16	web	iOS	113450	Conversion Optimization	LOWER FUNNEL CUSTOM	2-6,10	161970	1122	152.40755176309867	83.38449418416039
2019-11-16	web	Unknown	113450	Conversion Optimization	LOWER FUNNEL CUSTOM	2-6,10	51749	477	44.838619903881096	23.29829704218215
2019-11-16	other	Mac OS	113450	Conversion Optimization	LOWER FUNNEL CUSTOM	2-6,10	59	0	0.026267840743064878	0.01436160635501656
2020-01-03	app	Android	113450	Conversion Optimization	LOWER FUNNEL CUSTOM	2-6,10	131933	1899	99.54486408346146	54.44598991793009
2019-10-26	other	Other	113450	Conversion Optimization	LOWER FUNNEL CUSTOM	2-6,10	3	0	0.002034140050411224	0.0011431184270690445
2019-10-31	web	Android	113450	Conversion Optimization	LOWER FUNNEL CUSTOM	2-6,10	663941	5975	629.5691541321335	325.9715441490884
2019-12-05	web	Other	113450	Conversion Optimization	LOWER FUNNEL CUSTOM	2-6,10	104250	74	266.1097188464609	148.49665845649992
2019-12-05	other	Other	113450	Conversion Optimization	LOWER FUNNEL CUSTOM	2-6,10	14	0	0.02840212070941925	0.01577126196370362
2020-01-07	other	iOS	113450	Conversion Optimization	LOWER FUNNEL CUSTOM	2-6,10	3	0	0.002396256998181343	0.0013227276960170581
2019-12-12	web	Mac OS	113450	Conversion Optimization	LOWER FUNNEL CUSTOM	2-6,10	125900	445	145.2859972119108	86.30450953068382
2020-01-01	other	Other	113450	Conversion Optimization	LOWER FUNNEL CUSTOM	2-6,10	11	0	0.021154660612344743	0.01169005282198587
2019-11-28	other	Windows	113450	Conversion Optimization	LOWER FUNNEL CUSTOM	2-6,10	39	1	0.1523661148548126	0.08311543311114011
2019-11-26	web	Other	113450	Conversion Optimization	LOWER FUNNEL CUSTOM	2-6,10	201867	185	710.3033506122118	389.43486147082757
2020-01-06	other	Other	113450	Conversion Optimization	LOWER FUNNEL CUSTOM	2-6,10	6	0	0.007783978998661041	0.004271159176772567
2020-01-19	app	Android	113450	Conversion Optimization	LOWER FUNNEL CUSTOM	2-6,10	219957	2699	215.5700277751595	116.87982610354774
2020-01-05	web	Unknown	113450	Conversion Optimization	LOWER FUNNEL CUSTOM	2-6,10	22784	166	16.04483591146581	8.162147987879347
2020-01-05	web	Mac OS	113450	Conversion Optimization	LOWER FUNNEL CUSTOM	2-6,10	104075	289	95.20810421612296	53.99192385419786
2019-12-26	other	Mac OS	113450	Conversion Optimization	LOWER FUNNEL CUSTOM	2-6,10	8	0	0.0061500750482082365	0.0034146785920618483
2019-12-02	web	iOS	113450	Conversion Optimization	LOWER FUNNEL CUSTOM	2-6,10	244749	1641	352.21453871440417	197.09158220709764
2020-01-24	web	Windows	113450	Conversion Optimization	LOWER FUNNEL CUSTOM	2-6,10	1005702	3167	981.599421532871	550.3704227132771
2020-01-30	other	Windows	113450	Conversion Optimization	LOWER FUNNEL CUSTOM	2-6,10	28	0	0.025115485899150372	0.013620520285434343
2019-12-16	other	Other	113450	Conversion Optimization	LOWER FUNNEL CUSTOM	2-6,10	3	0	0.010358776181936265	0.005800400632822845
2019-10-20	web	Windows	113450	Conversion Optimization	LOWER FUNNEL CUSTOM	2-6,10	785474	3829	944.6968940704656	555.4155457789194
2019-10-20	web	Mac OS	113450	Conversion Optimization	LOWER FUNNEL CUSTOM	2-6,10	100182	369	124.19198627129384	72.49525690823921
2019-10-15	other	Other	113450	Conversion Optimization	LOWER FUNNEL CUSTOM	2-6,10	3	0	0.0065519771575927735	0.003639688980214172
2019-11-20	web	Android	113450	Conversion Optimization	LOWER FUNNEL CUSTOM	2-6,10	2225686	18842	2475.3768464855966	1328.4685383184542
2019-11-20	web	iOS	113450	Conversion Optimization	LOWER FUNNEL CUSTOM	2-6,10	462483	3145	508.8395895828233	282.7436620536414
2019-11-25	other	Windows	113450	Conversion Optimization	LOWER FUNNEL CUSTOM	2-6,10	30	0	0.13409502163529397	0.07347379791485432
2019-11-21	other	Other	113450	Conversion Optimization	LOWER FUNNEL CUSTOM	2-6,10	13	0	0.02009705409407616	0.011021069687228149
2019-12-29	other	Mac OS	113450	Conversion Optimization	LOWER FUNNEL CUSTOM	2-6,10	12	0	0.04027681493759155	0.02250956134313313
2020-01-10	other	iOS	113450	Conversion Optimization	LOWER FUNNEL CUSTOM	2-6,10	2	0	0.002021586000919342	0.0011082313071201564
2019-12-07	other	Mac OS	113450	Conversion Optimization	LOWER FUNNEL CUSTOM	2-6,10	1	0	0.003916940927505493	0.002176288567568908
2019-11-12	web	Unknown	113450	Conversion Optimization	LOWER FUNNEL CUSTOM	2-6,10	40419	344	32.77675705623626	16.88668440526684
2019-11-25	other	iOS	113450	Conversion Optimization	LOWER FUNNEL CUSTOM	2-6,10	9	0	0.012066670924425125	0.006618044288302679
2019-11-22	other	Other	113450	Conversion Optimization	LOWER FUNNEL CUSTOM	2-6,10	12	0	0.01840066909790039	0.010120655429614421
2019-11-22	other	iOS	113450	Conversion Optimization	LOWER FUNNEL CUSTOM	2-6,10	6	1	0.00944731317460537	0.005195389982925414
2020-01-10	other	Other	113450	Conversion Optimization	LOWER FUNNEL CUSTOM	2-6,10	11	0	0.009456304073333739	0.0051747251823724295
2019-12-14	other	Mac OS	113450	Conversion Optimization	LOWER FUNNEL CUSTOM	2-6,10	2	0	0.007143205165863037	0.003997450251762517
2019-12-14	other	Windows	113450	Conversion Optimization	LOWER FUNNEL CUSTOM	2-6,10	16	0	0.026316120207309723	0.014742305575227328
2020-01-02	other	Other	113450	Conversion Optimization	LOWER FUNNEL CUSTOM	2-6,10	25	0	0.05997831920534372	0.03314773450655597
2019-11-26	other	Other	113450	Conversion Optimization	LOWER FUNNEL CUSTOM	2-6,10	16	0	0.04047548496723175	0.02208716027584888
2019-11-20	other	Other	113450	Conversion Optimization	LOWER FUNNEL CUSTOM	2-6,10	22	0	0.037731797769665724	0.02071853062950038
2019-10-08	other	Windows	113450	Conversion Optimization	LOWER FUNNEL CUSTOM	2-6,10	3	0	0.002086243987083435	0.0011796982363581822
2019-10-21	other	iOS	113450	Conversion Optimization	LOWER FUNNEL CUSTOM	2-6,10	4	0	0.0037071509361267093	0.0020850479848100326
2019-12-02	other	Mac OS	113450	Conversion Optimization	LOWER FUNNEL CUSTOM	2-6,10	5	0	0.03877354896068573	0.021325805770788575
2020-01-08	app	iOS	196140	Visit Optimization	INAPP	2-10	73461	363	20.08320736267231	12.382640619548276
2019-12-28	app	iOS	196140	Visit Optimization	INAPP	2-10	95144	512	35.88127767934091	22.11496837820524
2020-01-14	app	iOS	196140	Visit Optimization	INAPP	2-10	45092	254	11.274835708891043	7.105180818292752
